Make,Model,Vehicle Type,Vehicle Type NEW
BMW,X3,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
BMW,X4,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
BMW,X5,PASSENGER CAR,Passenger Car
BMW,X5,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
BMW,Z3,PASSENGER CAR,Passenger Car
BMW,Z4,PASSENGER CAR,Passenger Car
BUICK,CENTURY,PASSENGER CAR,Passenger Car
BUICK,ENCLAVE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
BUICK,ENCORE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
BUICK,ENVISION,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
BUICK,LACROSSE,PASSENGER CAR,Passenger Car
BUICK,LESABRE,PASSENGER CAR,Passenger Car
BUICK,LUCERNE,PASSENGER CAR,Passenger Car
BUICK,PARK AVENUE,PASSENGER CAR,Passenger Car
BUICK,RAINIER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
BUICK,REGAL,PASSENGER CAR,Passenger Car
BUICK,RENDEZVOUS,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
TOYOTA,TACOMA,TRUCK,Single Unit Short-haul Truck
BUICK,RIVIERA,PASSENGER CAR,Passenger Car
BUICK,ROADMASTER,PASSENGER CAR,Passenger Car
BUICK,VERANO,PASSENGER CAR,Passenger Car
CADILLAC,ATS,PASSENGER CAR,Passenger Car
CADILLAC,CTS,PASSENGER CAR,Passenger Car
CADILLAC,DEVILLE,PASSENGER CAR,Passenger Car
CADILLAC,DTS,PASSENGER CAR,Passenger Car
CADILLAC,ELDORADO,PASSENGER CAR,Passenger Car
CADILLAC,ESCALADE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CADILLAC,FLEETWOOD,PASSENGER CAR,Passenger Car
CADILLAC,SEVILLE,PASSENGER CAR,Passenger Car
CADILLAC,SRX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,CAMARO,PASSENGER CAR,Passenger Car
CADILLAC,STS,PASSENGER CAR,Passenger Car
CADILLAC,XT4,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CADILLAC,XT5,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CADILLAC,XTS,PASSENGER CAR,Passenger Car
CHEV,EXPRESS CUTAWAY,INCOMPLETE VEHICLE,Motor Home
CHEV,P30,INCOMPLETE VEHICLE,Motor Home
CHEV,SILVERADO,INCOMPLETE VEHICLE,Motor Home
CHEV,SUBURBAN,INCOMPLETE VEHICLE,Motor Home
CHEVROLET,ASTRO VAN,TRUCK,Single Unit Short-haul Truck
CHEVROLET,ASTRO VAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,AVALANCHE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,AVEO,PASSENGER CAR,Passenger Car
CHEVROLET,BLAZER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,BOLT EV,PASSENGER CAR,Passenger Car
CHEVROLET,C/K PICKUP,TRUCK,Single Unit Short-haul Truck
CHEVROLET,CAPRICE,PASSENGER CAR,Passenger Car
CHEVROLET,CAPTIVA SPORT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,CAVALIER,PASSENGER CAR,Passenger Car
CHEVROLET,COBALT,PASSENGER CAR,Passenger Car
CHEVROLET,COLORADO,TRUCK,Single Unit Short-haul Truck
CHEVROLET,CORSICA,PASSENGER CAR,Passenger Car
CHEVROLET,CORVETTE,PASSENGER CAR,Passenger Car
CHEVROLET,CRUZE,PASSENGER CAR,Passenger Car
CHEVROLET,EQUINOX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,EXPRESS,TRUCK,Single Unit Short-haul Truck
BMW,430I,PASSENGER CAR,Passenger Car
CHEVROLET,EXPRESS,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,EXPRESS,BUS,Transit Bus
CHEVROLET,GEO PRIZM,PASSENGER CAR,Passenger Car
CHEVROLET,GMT-400,TRUCK,Single Unit Short-haul Truck
CHEVROLET,G-SERIES,TRUCK,Single Unit Short-haul Truck
CHEVROLET,HHR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,IMPALA,PASSENGER CAR,Passenger Car
CHEVROLET,IMPALA LIMITED,PASSENGER CAR,Passenger Car
CHEVROLET,LUMINA,PASSENGER CAR,Passenger Car
CHEVROLET,MALIBU,PASSENGER CAR,Passenger Car
CHEVROLET,MALIBU CLASSIC,PASSENGER CAR,Passenger Car
CHEVROLET,METRO,PASSENGER CAR,Passenger Car
CHEVROLET,MONTE CARLO,PASSENGER CAR,Passenger Car
CHEVROLET,S-10 PICKUP,TRUCK,Single Unit Short-haul Truck
CHEVROLET,SILVERADO,TRUCK,Single Unit Short-haul Truck
CHEVROLET,SILVERADO HD,TRUCK,Single Unit Short-haul Truck
CHEVROLET,SILVERADO LD,TRUCK,Single Unit Short-haul Truck
CHEVROLET,SONIC,PASSENGER CAR,Passenger Car
CHEVROLET,SPARK,PASSENGER CAR,Passenger Car
CHEVROLET,SUBURBAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,TAHOE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,TRACKER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,TRAILBLAZER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,TRAVERSE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,TRAX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,UPLANDER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,VENTURE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHEVROLET,VOLT,PASSENGER CAR,Passenger Car
CHONGQING ASTRONAUTIC BASHAN,CHONGQING ASTRONAUTIC BASHAN,MOTORCYCLE,Motorcycle
CHRYSLER,200,PASSENGER CAR,Passenger Car
CHRYSLER,300,PASSENGER CAR,Passenger Car
CHRYSLER,300C,PASSENGER CAR,Passenger Car
CHRYSLER,ASPEN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHRYSLER,CIRRUS,PASSENGER CAR,Passenger Car
CHRYSLER,CROSSFIRE,PASSENGER CAR,Passenger Car
CHRYSLER,LEBARON,PASSENGER CAR,Passenger Car
CHRYSLER,PACIFICA,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHRYSLER,PT CRUISER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHRYSLER,SEBRING,PASSENGER CAR,Passenger Car
CHRYSLER,TOWN AND COUNTRY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
CHRYSLER,VOYAGER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
DODG,D350,INCOMPLETE VEHICLE,Motor Home
DODG,RAMVAN,INCOMPLETE VEHICLE,Motor Home
DODGE,AVENGER,PASSENGER CAR,Passenger Car
DODGE,CALIBER,PASSENGER CAR,Passenger Car
DODGE,CARAVAN/GRAND CARAVAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LEXUS,ES,PASSENGER CAR,Passenger Car
DODGE,CHALLENGER,PASSENGER CAR,Passenger Car
DODGE,CHARGER,PASSENGER CAR,Passenger Car
DODGE,DAKOTA,TRUCK,Single Unit Short-haul Truck
DODGE,DART,PASSENGER CAR,Passenger Car
DODGE,D-SERIES,TRUCK,Single Unit Short-haul Truck
DODGE,DURANGO,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
DODGE,GRAND CARAVAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
DODGE,INTREPID,PASSENGER CAR,Passenger Car
DODGE,JOURNEY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
DODGE,MAGNUM,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
DODGE,NEON,PASSENGER CAR,Passenger Car
DODGE,NITRO,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
DODGE,OMNI,PASSENGER CAR,Passenger Car
DODGE,RAM,TRUCK,Single Unit Short-haul Truck
DODGE,RAM 50,TRUCK,Single Unit Short-haul Truck
DODGE,RAM VAN,TRUCK,Single Unit Short-haul Truck
DODGE,RAM WAGON,BUS,Transit Bus
DODGE,RAM WAGON,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
DODGE,SPRINTER,TRUCK,Single Unit Short-haul Truck
DODGE,STRATUS,PASSENGER CAR,Passenger Car
DODGE,W-SERIES,TRUCK,Single Unit Short-haul Truck
DUCATI,DIAVEL,MOTORCYCLE,Motorcycle
DUCATI,"SCRAMBLER DESERT SLED, DUCATI SCRAMBLER 1100",MOTORCYCLE,Motorcycle
FERRARI,308GTSI,PASSENGER CAR,Passenger Car
FIAT,500,PASSENGER CAR,Passenger Car
FORD,AEROSTAR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,ASPIRE,PASSENGER CAR,Passenger Car
FORD,C-MAX,PASSENGER CAR,Passenger Car
FORD,CONTOUR,PASSENGER CAR,Passenger Car
FORD,CROWN VICTORIA,PASSENGER CAR,Passenger Car
FORD,E-150,TRUCK,Single Unit Short-haul Truck
FORD,E-250,TRUCK,Single Unit Short-haul Truck
FORD,E-350,BUS,Transit Bus
FORD,E-350,TRUCK,Single Unit Short-haul Truck
FORD,ECONOLINE,INCOMPLETE VEHICLE,Motor Home
FORD,EDGE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,ESCAPE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,ESCORT,PASSENGER CAR,Passenger Car
FORD,EXCURSION,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,EXPEDITION,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,EXPEDITION EL,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,EXPEDITION MAX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KIA,FORTE,PASSENGER CAR,Passenger Car
FORD,EXPLORER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
NISSAN,LEAF,PASSENGER CAR,Passenger Car
FORD,EXPLORER SPORT TRAC,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,F150,TRUCK,Single Unit Short-haul Truck
FORD,F-150,TRUCK,Single Unit Short-haul Truck
FORD,F-150 HERITAGE,TRUCK,Single Unit Short-haul Truck
FORD,F-250,TRUCK,Single Unit Short-haul Truck
FORD,F350,INCOMPLETE VEHICLE,Motor Home
FORD,F-350,TRUCK,Single Unit Short-haul Truck
FORD,F350PU,INCOMPLETE VEHICLE,Motor Home
FORD,F800,INCOMPLETE VEHICLE,Motor Home
FORD,FIESTA,PASSENGER CAR,Passenger Car
FORD,FLEX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,FOCUS,PASSENGER CAR,Passenger Car
FORD,FREESTAR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,FREESTYLE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,FUSION,PASSENGER CAR,Passenger Car
FORD,MUSTANG,PASSENGER CAR,Passenger Car
FORD,RANGER,TRUCK,Single Unit Short-haul Truck
FORD,TAURUS,PASSENGER CAR,Passenger Car
FORD,TAURUS X,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,TEMPO,PASSENGER CAR,Passenger Car
FORD,THUNDERBIRD,PASSENGER CAR,Passenger Car
FORD,TRANSIT,TRUCK,Single Unit Short-haul Truck
FORD,TRANSIT,BUS,Transit Bus
FORD,TRANSIT CONNECT,TRUCK,Single Unit Short-haul Truck
FORD,WINDSTAR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
FORD,ZX2,PASSENGER CAR,Passenger Car
GEO,METRO,PASSENGER CAR,Passenger Car
GEO,PRIZM,PASSENGER CAR,Passenger Car
GEO,TRACKER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
GMC,ACADIA,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
GMC,C6000,INCOMPLETE VEHICLE,Motor Home
GMC,CANYON,TRUCK,Single Unit Short-haul Truck
GMC,ENVOY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
GMC,GMT-400,TRUCK,Single Unit Short-haul Truck
GMC,JIMMY UTILITY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
GMC,S15 UTILITY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
GMC,SAFARI,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
GMC,SAVANA,INCOMPLETE VEHICLE,Motor Home
GMC,SIERRA,TRUCK,Single Unit Short-haul Truck
GMC,SONOMA,TRUCK,Single Unit Short-haul Truck
GMC,SUBURBAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
GMC,TERRAIN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
GMC,YUKON,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
NISSAN,VERSA,PASSENGER CAR,Passenger Car
GMC,YUKON XL,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HARLEY DAVIDSON,DYNA FAT BOB,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,DYNA SUPER GLIDE CUSTOM,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,DYNA WIDE GLIDE,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC SHRINE,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA LIMITED,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FAT BOY,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLFBS ANV / 115TH ANNIVERSARY FAT BOY 114,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLHRC / ROAD KING CLASSIC,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLHRCI / ROAD KING CLASSIC,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLHTC / ELECTRA GLIDE CLASSIC,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLHTCUI / ULTRA CLASSIC ELECTRA GLIDE,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLHXS / STREET GLIDE SPECIAL,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLSTC / HERITAGE SOFTAIL CLASSIC,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLTRU / ROAD GLIDE ULTRA,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,FLTRXS / ROAD GLIDE SPECIAL,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,NIGHT TRAIN,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,POLICE ROAD KING,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,SOFTAIL DEUCE,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,SOFTAIL SLIM,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,SOFTAIL SPRINGER CLASSIC,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,SOFTAIL STANDARD,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,SPORTSTER 883 CUSTOM,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,STREET GLIDE,MOTORCYCLE,Motorcycle
HARLEY DAVIDSON,STREET GLIDE SPECIAL,MOTORCYCLE,Motorcycle
HONDA,ACCORD,PASSENGER CAR,Passenger Car
FORD,R10PU,TRUCK,Single Unit Short-haul Truck
HONDA,ACCORD CROSSTOUR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HONDA,CB250 (NIGHTHAWK),MOTORCYCLE,Motorcycle
HONDA,CB500,MOTORCYCLE,Motorcycle
HONDA,CIV2D,PASSENGER CAR,Passenger Car
HONDA,CIVIC,PASSENGER CAR,Passenger Car
HONDA,CRF1000,MOTORCYCLE,Motorcycle
HONDA,CRF1000 (AFRICA TWIN),MOTORCYCLE,Motorcycle
HONDA,CRF230,MOTORCYCLE,Motorcycle
HONDA,CROSSTOUR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HONDA,CR-V,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HONDA,DEL SOL,PASSENGER CAR,Passenger Car
HONDA,ELEMENT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HONDA,FIT,PASSENGER CAR,Passenger Car
HONDA,GL1800,MOTORCYCLE,Motorcycle
HONDA,HR-V,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HONDA,INSIGHT,PASSENGER CAR,Passenger Car
HONDA,MSX125 (GROM),MOTORCYCLE,Motorcycle
HONDA,NPS50 (RUCKUS),MOTORCYCLE,Motorcycle
HONDA,ODYSSEY,PASSENGER CAR,Passenger Car
HONDA,ODYSSEY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HONDA,PASSPORT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HONDA,PILOT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HONDA,PRELUDE,PASSENGER CAR,Passenger Car
HONDA,RIDGELINE,TRUCK,Single Unit Short-haul Truck
HONDA,VT1100C2 (SHADOW SABRE),MOTORCYCLE,Motorcycle
HONDA,VT750 (SHADOW SPIRIT 750),MOTORCYCLE,Motorcycle
HONDA,XR250L,MOTORCYCLE,Motorcycle
HONDA,XR650,MOTORCYCLE,Motorcycle
HUMMER,H2,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HUMMER,H3,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HYUNDAI,ACCENT,PASSENGER CAR,Passenger Car
HYUNDAI,ELANTRA,PASSENGER CAR,Passenger Car
HYUNDAI,ELANTRA GT,PASSENGER CAR,Passenger Car
HYUNDAI,ELANTRA TOURING,PASSENGER CAR,Passenger Car
HYUNDAI,ENTOURAGE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HYUNDAI,GENESIS,PASSENGER CAR,Passenger Car
HYUNDAI,GENESIS COUPE,PASSENGER CAR,Passenger Car
HYUNDAI,IONIQ,PASSENGER CAR,Passenger Car
HYUNDAI,KONA,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HYUNDAI,SANTA FE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HYUNDAI,SANTA FE SPORT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HYUNDAI,SONATA,PASSENGER CAR,Passenger Car
HYUNDAI,TIBURON,PASSENGER CAR,Passenger Car
HYUNDAI,TUCSON,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
HYUNDAI,VELOSTER,PASSENGER CAR,Passenger Car
HYUNDAI,VERACRUZ,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
INDIAN MOTORCYCLE,SCOUT BOBBER ABS,MOTORCYCLE,Motorcycle
INFINITI,FX35,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
INFINITI,FX50,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
INFINITI,G35,PASSENGER CAR,Passenger Car
INFINITI,G37,PASSENGER CAR,Passenger Car
INFINITI,M35,PASSENGER CAR,Passenger Car
INFINITI,M37,PASSENGER CAR,Passenger Car
INFINITI,Q40,PASSENGER CAR,Passenger Car
INFINITI,Q50,PASSENGER CAR,Passenger Car
INFINITI,Q60,PASSENGER CAR,Passenger Car
INFINITI,QX4,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
INFINITI,QX50,PASSENGER CAR,Passenger Car
INFINITI,QX50,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
INFINITI,QX60,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
ISUZU,PICKUP,TRUCK,Single Unit Short-haul Truck
ISUZU,TROOPER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
ISUZU,VAN,INCOMPLETE VEHICLE,Motor Home
JAGUAR,F-PACE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JAGUAR,XF,PASSENGER CAR,Passenger Car
JAGUAR,XJ,PASSENGER CAR,Passenger Car
JAGUAR,XJ6,PASSENGER CAR,Passenger Car
JAGUAR,XJS,PASSENGER CAR,Passenger Car
JAGUAR,X-TYPE,PASSENGER CAR,Passenger Car
JEEP,CHEROKEE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JEEP,CJ-7,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JEEP,COMANCHE,TRUCK,Single Unit Short-haul Truck
JEEP,COMMANDER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JEEP,COMPASS,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KIA,OPTIMA,PASSENGER CAR,Passenger Car
JEEP,GLADIATOR,TRUCK,Single Unit Short-haul Truck
JEEP,GRAND CHEROKEE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JEEP,GRAND WAGONEER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JEEP,LIBERTY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JEEP,PATRIOT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JEEP,RENEGADE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
JEEP,WRANGLER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
TESLA,MODEL 3,PASSENGER CAR,Passenger Car
JEEP,WRANGLER JK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KAWASAKI,KLR650,MOTORCYCLE,Motorcycle
KAWASAKI,VULCAN 1500,MOTORCYCLE,Motorcycle
KAWASAKI,Z125 PRO,MOTORCYCLE,Motorcycle
KIA,BORREGO,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KIA,NIRO,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KIA,RIO,PASSENGER CAR,Passenger Car
KIA,SEDONA,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KIA,SEPHIA II/SPECTRA,PASSENGER CAR,Passenger Car
KIA,SORENTO,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KIA,SOUL,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KIA,SPECTRA,PASSENGER CAR,Passenger Car
KIA,SPECTRA LD,PASSENGER CAR,Passenger Car
KIA,SPORTAGE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KIA,STINGER,PASSENGER CAR,Passenger Car
KIA,TELLURIDE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
KTM,ENDURO FOUR-STROKE,MOTORCYCLE,Motorcycle
KTM,ENDURO TWO-STROKE,MOTORCYCLE,Motorcycle
KTM,SUPER ENDURO,MOTORCYCLE,Motorcycle
LAND ROVER,DEFEN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,DISCOVERY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,DISCOVERY SPORT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,LR2,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,LR3,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,LR4,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,RANGE ROVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,RANGE ROVER EVOQUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,RANGE ROVER SPORT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LAND ROVER,RANGE ROVER VELAR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LEXUS,CT,PASSENGER CAR,Passenger Car
LEXUS,GS,PASSENGER CAR,Passenger Car
LEXUS,GX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LEXUS,HS,PASSENGER CAR,Passenger Car
LEXUS,IS,PASSENGER CAR,Passenger Car
LEXUS,LS,PASSENGER CAR,Passenger Car
LEXUS,LX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LEXUS,NX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LEXUS,RX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LEXUS,SC,PASSENGER CAR,Passenger Car
LINCOLN,CONTINENTAL,PASSENGER CAR,Passenger Car
LINCOLN,LS,PASSENGER CAR,Passenger Car
LINCOLN,MARK,PASSENGER CAR,Passenger Car
LINCOLN,MKS,PASSENGER CAR,Passenger Car
LINCOLN,MKT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LINCOLN,MKX,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LINCOLN,MKZ,PASSENGER CAR,Passenger Car
LINCOLN,NAVIGATOR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
LINCOLN,TOWN CAR,PASSENGER CAR,Passenger Car
MASERATI,GHIBLI,PASSENGER CAR,Passenger Car
MASERATI,GRANTURISMO,PASSENGER CAR,Passenger Car
MAZDA,626,PASSENGER CAR,Passenger Car
MAZDA,929,PASSENGER CAR,Passenger Car
MAZDA,B-SERIES,TRUCK,Single Unit Short-haul Truck
MAZDA,CX-3,PASSENGER CAR,Passenger Car
MAZDA,CX-5,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
MAZDA,CX-7,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
MAZDA,CX-9,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
MAZDA,MAZDA2,PASSENGER CAR,Passenger Car
MAZDA,MAZDA3,PASSENGER CAR,Passenger Car
MAZDA,MAZDA6,PASSENGER CAR,Passenger Car
MAZDA,MILLENIA,PASSENGER CAR,Passenger Car
MAZDA,MPV,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
MAZDA,MX-5,PASSENGER CAR,Passenger Car
MAZDA,PROTEGE,PASSENGER CAR,Passenger Car
MAZDA,TRIBUTE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Truck
